HGNC ID	Approved symbol	Approved name	Status	Locus type	Previous symbols	Alias symbols	Chromosome	NCBI Gene ID	Ensembl gene ID	Vega gene ID	Group ID	Group name
HGNC:56879	GSCAR	glioma stem cell association long noncoding RNA	Approved	RNA, long non-coding			5q14.3	124901024	ENSG00000250377		1992	Long non-coding RNAs with non-systematic symbols
HGNC:48645	GSEC	G-quadruplex forming sequence containing lncRNA	Approved	RNA, long non-coding	ST3GAL4-AS1	DCPS-AS1, FLJ39051	11q24.2	399972	ENSG00000280832	OTTHUMG00000189590	1992	Long non-coding RNAs with non-systematic symbols
HGNC:18406	GTSCR1	Gilles de la Tourette syndrome chromosome region, candidate 1	Approved	RNA, long non-coding			18q22.2	220158	ENSG00000263417	OTTHUMG00000178787	1992	Long non-coding RNAs with non-systematic symbols
HGNC:4713	H19	H19 imprinted maternally expressed transcript	Approved	RNA, long non-coding		D11S813E, ASM, ASM1, NCRNA00008, LINC00008, MIR675HG	11p15.5	283120	ENSG00000130600	OTTHUMG00000012477	1992	Long non-coding RNAs with non-systematic symbols
HGNC:56694	HAFML	HuR (ELAVL1) associated fibroblast migratory lncRNA	Approved	RNA, long non-coding			4q34.3	105377555	ENSG00000248388		1992	Long non-coding RNAs with non-systematic symbols
HGNC:43755	HAGLR	HOXD antisense growth-associated long non-coding RNA	Approved	RNA, long non-coding	HOXD-AS1	Mdgt, MIR7704HG, STEEL	2q31.1	401022	ENSG00000224189	OTTHUMG00000154172	1992	Long non-coding RNAs with non-systematic symbols
HGNC:50646	HAGLROS	HAGLR opposite strand lncRNA	Approved	RNA, long non-coding			2q31.1	102800310	ENSG00000226363	OTTHUMG00000154176	1992	Long non-coding RNAs with non-systematic symbols
HGNC:33117	HAR1A	highly accelerated region 1A	Approved	RNA, long non-coding		HAR1F, NCRNA00064, LINC00064	20q13.33	768096	ENSG00000225978	OTTHUMG00000140136	1992	Long non-coding RNAs with non-systematic symbols
HGNC:33118	HAR1B	highly accelerated region 1B	Approved	RNA, long non-coding		HAR1R, NCRNA00065, LINC00065	20q13.33	768097	ENSG00000231133	OTTHUMG00000140135	1992	Long non-coding RNAs with non-systematic symbols
HGNC:48612	HCCAT5	hepatocellular carcinoma associated transcript 5	Approved	RNA, long non-coding		HTA, FJ222407	16q22.3	283902	ENSG00000260880	OTTHUMG00000172964	1992	Long non-coding RNAs with non-systematic symbols
HGNC:17707	HCG11	HLA complex group 11	Approved	RNA, long non-coding		bK14H9.3, FLJ14049, FLJ30357	6p22.2	493812	ENSG00000228223	OTTHUMG00000014456	1992	Long non-coding RNAs with non-systematic symbols
HGNC:18323	HCG14	HLA complex group 14	Approved	RNA, long non-coding		dJ111M5.4	6p22.1	414760	ENSG00000224157	OTTHUMG00000031281	1992	Long non-coding RNAs with non-systematic symbols
HGNC:18361	HCG15	HLA complex group 15	Approved	RNA, long non-coding	HCG16	dJ25J6.6, dJ25J6.7	6p21	414761	ENSG00000227214	OTTHUMG00000031267	1992	Long non-coding RNAs with non-systematic symbols
HGNC:31339	HCG17	HLA complex group 17	Approved	RNA, long non-coding		NCRNA00046, LINC00046	6p22.1	414778	ENSG00000270604	OTTHUMG00000031114	1992	Long non-coding RNAs with non-systematic symbols
HGNC:31337	HCG18	HLA complex group 18	Approved	RNA, long non-coding		FLJ31598, FLJ25550, Em:AB014087.1	6p22.1	414777	ENSG00000231074	OTTHUMG00000031138	1992	Long non-coding RNAs with non-systematic symbols
HGNC:31334	HCG20	HLA complex group 20	Approved	RNA, long non-coding		AB023051.1, NCRNA00149	6p21	105375013	ENSG00000228022	OTTHUMG00000031193	1992	Long non-coding RNAs with non-systematic symbols
HGNC:31335	HCG21	HLA complex group 21	Approved	RNA, long non-coding		AB023048.2, NCRNA00150	6p21	102723346	ENSG00000233529	OTTHUMG00000031182	1992	Long non-coding RNAs with non-systematic symbols
HGNC:19713	HCG23	HLA complex group 23	Approved	RNA, long non-coding		dJ1077I5.3	6p21.32	414764		OTTHUMG00000031217	1992	Long non-coding RNAs with non-systematic symbols
HGNC:23500	HCG24	HLA complex group 24	Approved	RNA, long non-coding		dJ1033B10.15	6p21	414768	ENSG00000230313	OTTHUMG00000031166	1992	Long non-coding RNAs with non-systematic symbols
HGNC:20196	HCG25	HLA complex group 25	Approved	RNA, long non-coding		dJ1033B10.16	6p21.32	414765	ENSG00000232940	OTTHUMG00000031170	1992	Long non-coding RNAs with non-systematic symbols
HGNC:29671	HCG26	HLA complex group 26	Approved	RNA, long non-coding		bPG181B23.4, bCX205D4.4, NCRNA00191	6p21.3	352961			1992	Long non-coding RNAs with non-systematic symbols
HGNC:27366	HCG27	HLA complex group 27	Approved	RNA, long non-coding		bPG299F13.9, bCX101P6.9, bQB115I13.2, FLJ40123	6p21.33	253018	ENSG00000206344	OTTHUMG00000031248	1992	Long non-coding RNAs with non-systematic symbols
HGNC:21241	HCG4	HLA complex group 4	Approved	RNA, long non-coding	HCG4P10	HCGIV-10, HCGIV.9	6p22.1	54435	ENSG00000176998	OTTHUMG00000035423	1992	Long non-coding RNAs with non-systematic symbols
HGNC:22919	HCG4B	HLA complex group 4B	Approved	RNA, long non-coding	HCG4P6	HCGIV-6, HCGIV.5, HCGIV-06, bCX67J3.3, Em:AB023056.16, bPG309N1.1, bQB90C11.3	6p22.1	80868	ENSG00000227262	OTTHUMG00000031188	1992	Long non-coding RNAs with non-systematic symbols
HGNC:21243	HCG9	HLA complex group 9	Approved	RNA, long non-coding		PERB11, HCGIX, HCGIX4, HCGIX-4	6p22.1	10255	ENSG00000204625	OTTHUMG00000031119	1992	Long non-coding RNAs with non-systematic symbols
HGNC:21659	HCP5	HLA complex P5	Approved	RNA, long non-coding		D6S2650E, P5-1	6p21.33	10866	ENSG00000206337	OTTHUMG00000031282	1992	Long non-coding RNAs with non-systematic symbols
HGNC:30984	HCP5B	HLA complex P5B	Approved	RNA, long non-coding	HCP5P10	P5-10, P5.9	6p21.3	352990	ENSG00000281831	OTTHUMG00000189541	1992	Long non-coding RNAs with non-systematic symbols
HGNC:45049	HEIH	hepatocellular carcinoma up-regulated EZH2-associated long non-coding RNA	Approved	RNA, long non-coding		LINC-HEIH, lncRNA-HEIH, LINC00848, HCCAT2	5q35.3	100859930	ENSG00000278970	OTTHUMG00000162271	1992	Long non-coding RNAs with non-systematic symbols
HGNC:43984	HELLPAR	HELLP associated long non-coding RNA	Approved	RNA, long non-coding		LINC-HELLP	12q23.2	101101692	ENSG00000281344	OTTHUMG00000189570	1992	Long non-coding RNAs with non-systematic symbols
HGNC:56244	HEPFAL	hepatocellular carcinoma ferroptosis associative lncRNA	Approved	RNA, long non-coding	LINC03038	KB-68A7.1	21q22.3	124905036	ENSG00000274225		1992	Long non-coding RNAs with non-systematic symbols
HGNC:49467	HISLA	HIF1A stabilizing long noncoding RNA	Approved	RNA, long non-coding	LINC01146		14q31.3	283587	ENSG00000258867	OTTHUMG00000170740	1992	Long non-coding RNAs with non-systematic symbols
HGNC:56713	HLMR1	hepatic lncRNA metabolic regulator 1	Approved	RNA, long non-coding			3q23	100507389	ENSG00000243818		1992	Long non-coding RNAs with non-systematic symbols
HGNC:33510	HOTAIR	HOX transcript antisense RNA	Approved	RNA, long non-coding		HOXC-AS4, HOXC11-AS1, NCRNA00072	12q13.13	100124700	ENSG00000228630	OTTHUMG00000152934	1992	Long non-coding RNAs with non-systematic symbols
HGNC:37117	HOTAIRM1	HOXA transcript antisense RNA, myeloid-specific 1	Approved	RNA, long non-coding		HOXA-AS1, NCRNA00179, HOXA1-AS1	7p15.2	100506311	ENSG00000233429	OTTHUMG00000158089	1992	Long non-coding RNAs with non-systematic symbols
HGNC:37461	HOTTIP	HOXA distal transcript antisense RNA	Approved	RNA, long non-coding	NCRNA00213	HOXA-AS6, RP1-170O19.3, HOXA13-AS1	7p15.2	100316868	ENSG00000243766	OTTHUMG00000063751	1992	Long non-coding RNAs with non-systematic symbols
HGNC:16071	HPYR1	Helicobacter pylori responsive 1	Approved	RNA, long non-coding		HPRG1, NCRNA00027, LINC00027	8q24.22	93668	ENSG00000253521	OTTHUMG00000164645	1992	Long non-coding RNAs with non-systematic symbols
HGNC:56095	HSALR1	HSP90AB1 associated lncRNA 1	Approved	RNA, long non-coding			16q24.3	100289580	ENSG00000224888		1992	Long non-coding RNAs with non-systematic symbols
HGNC:34232	HULC	hepatocellular carcinoma up-regulated long non-coding RNA	Approved	RNA, long non-coding		NCRNA00078, LINC00078, HCCAT1	6p24.3	728655	ENSG00000285219	OTTHUMG00000160417	1992	Long non-coding RNAs with non-systematic symbols
HGNC:5326	HYMAI	hydatidiform mole associated and imprinted	Approved	RNA, long non-coding		NCRNA00020	6q24.2	57061	ENSG00000283122	OTTHUMG00000189750	1992	Long non-coding RNAs with non-systematic symbols
HGNC:56877	IADEN	IGF2BP1 associated definitive endoderm lncRNA	Approved	RNA, long non-coding		HIDEN	8q24.22	124902069	ENSG00000253507		1992	Long non-coding RNAs with non-systematic symbols
HGNC:53719	IATPR	ITGB1 adjacent tumor promoting lncRNA	Approved	RNA, long non-coding		TCONS_00018476, linc-ITGB1	10p11.22	101929447	ENSG00000233387	OTTHUMG00000017937	1992	Long non-coding RNAs with non-systematic symbols
HGNC:6060	INE1	inactivation escape 1	Approved	RNA, long non-coding		NCRNA00010	Xp11.3	8552	ENSG00000224975	OTTHUMG00000046428	1992	Long non-coding RNAs with non-systematic symbols
HGNC:6061	INE2	inactivation escape 2	Approved	RNA, long non-coding		NCRNA00011	Xp22.2	8551	ENSG00000281371	OTTHUMG00000189580	1992	Long non-coding RNAs with non-systematic symbols
HGNC:56260	INKILN	inflammatory MKL1 (MRTFA) interacting lncRNA	Approved	RNA, long non-coding			4q13.3	124900714			1992	Long non-coding RNAs with non-systematic symbols
HGNC:6109	IPW	imprinted in Prader-Willi syndrome	Approved	RNA, long non-coding		NCRNA00002	15q11.2	3653			1992	Long non-coding RNAs with non-systematic symbols
HGNC:50365	IRAIN	IGF1R antisense imprinted non-protein coding RNA	Approved	RNA, long non-coding		IGF1R-AS	15q26.3	104472848	ENSG00000259424	OTTHUMG00000171862	1992	Long non-coding RNAs with non-systematic symbols
HGNC:56237	IUR1	imatinib upregulated ABL suppressing lncRNA 1	Approved	RNA, long non-coding			11q13.4	105369381	ENSG00000289625		1992	Long non-coding RNAs with non-systematic symbols
HGNC:48601	JADRR	JADE1 adjacent regulatory RNA	Approved	RNA, long non-coding	LINC00915	lncRNA-JADE	4q28.2	101669763	ENSG00000280711	OTTHUMG00000189573	1992	Long non-coding RNAs with non-systematic symbols
HGNC:37191	JPX	JPX transcript, XIST activator	Approved	RNA, long non-coding	NCRNA00183	ENOX, LINC00183, DCBALD06	Xq13.2	554203	ENSG00000225470	OTTHUMG00000021840	1992	Long non-coding RNAs with non-systematic symbols
HGNC:21031	KAAG1	kidney associated DCDC2 antisense RNA 1	Approved	RNA, long non-coding		RU2, RU2AS	6p22.3	353219	ENSG00000146049	OTTHUMG00000014354	1992	Long non-coding RNAs with non-systematic symbols
HGNC:13335	KCNQ1DN	KCNQ1 downstream neighbor	Approved	RNA, long non-coding		BWRT, HSA404617	11p15.4	55539	ENSG00000237941	OTTHUMG00000009942	1992	Long non-coding RNAs with non-systematic symbols
HGNC:6295	KCNQ1OT1	KCNQ1 opposite strand/antisense transcript 1	Approved	RNA, long non-coding		KvDMR1, KCNQ1-AS2, KvLQT1-AS, LIT1, NCRNA00012	11p15.5	10984	ENSG00000269821	OTTHUMG00000171022	1992	Long non-coding RNAs with non-systematic symbols
HGNC:22191	KIAA0087	KIAA0087 lncRNA	Approved	RNA, long non-coding			7p15.2	9808	ENSG00000122548	OTTHUMG00000023321	1992	Long non-coding RNAs with non-systematic symbols
HGNC:56729	KILH	KRT19 interacting long noncoding RNA in hepatocellular carcinoma	Approved	RNA, long non-coding		linc-KILH, lnc-GCLC-1	6p12.1	101927136	ENSG00000231683		1992	Long non-coding RNAs with non-systematic symbols
HGNC:56664	LARRPM	LINC00240 antisense RNA regulating promoter methylation	Approved	RNA, long non-coding			6p22.2	100270746	ENSG00000287966		1992	Long non-coding RNAs with non-systematic symbols
HGNC:54143	LASTR	lncRNA associated with SART3 regulation of splicing	Approved	RNA, long non-coding	LINC02657		10p15.1	105376382	ENSG00000242147		1992	Long non-coding RNAs with non-systematic symbols
HGNC:25837	LCAL1	lung cancer associated lncRNA 1	Approved	RNA, long non-coding		onco-lncRNA-27	6q14.1	80078	ENSG00000286042		1992	Long non-coding RNAs with non-systematic symbols
HGNC:44308	LCDR	lysosome cell death regulator	Approved	RNA, long non-coding	LINC00653		20p11.23	100270804	ENSG00000273148	OTTHUMG00000186033	1992	Long non-coding RNAs with non-systematic symbols
HGNC:56346	LCIIAR	lung cancer immune cell infiltration associated lncRNA	Approved	RNA, long non-coding			15q13.1	100130111	ENSG00000256802		1992	Long non-coding RNAs with non-systematic symbols
HGNC:55264	LEISA1	lncRNA enhancing IL-6/STAT3 signaling activation 1	Approved	RNA, long non-coding	NAV2-AS6	LEISA	11p15.1	100126784	ENSG00000270607		1992	Long non-coding RNAs with non-systematic symbols
HGNC:51182	LERFS	lncRNA negative regulator of fibroblast-like synoviocyte migration, SYNCRIP interacting	Approved	RNA, long non-coding			9q13	403323	ENSG00000234665	OTTHUMG00000013293	1992	Long non-coding RNAs with non-systematic symbols
HGNC:49597	LETR1	lymphatic endothelial transcriptional regulator lncRNA 1	Approved	RNA, long non-coding	LINC01197		15q26.2	400456	ENSG00000248441	OTTHUMG00000171818	1992	Long non-coding RNAs with non-systematic symbols
HGNC:56357	LIMASI	lncRNA inflammatory and mucous response associated, antisense to ICAM1	Approved	RNA, long non-coding		LASI, AC011511.2	19p13.2	105372272	ENSG00000266978		1992	Long non-coding RNAs with non-systematic symbols
HGNC:26885	LINC-PINT	long intergenic non-protein coding RNA, p53 induced transcript	Approved	RNA, long non-coding	MKLN1-AS1	FLJ43663, PINT, LincRNA-Pint, LOC646329, PINT87aa	7q32.3	378805	ENSG00000231721	OTTHUMG00000155000	1992	Long non-coding RNAs with non-systematic symbols
HGNC:43773	LINC-ROR	long intergenic non-protein coding RNA, regulator of reprogramming	Approved	RNA, long non-coding		lincRNA-RoR, lincRNA-ST8SIA3, ROR	18q21.31	100885779	ENSG00000258609	OTTHUMG00000171587	1992	Long non-coding RNAs with non-systematic symbols
HGNC:53956	LINCADL	lincRNA adipogenesis and lipogenesis associated	Approved	RNA, long non-coding		linc-ADAL	5q23.1	107986443	ENSG00000287148		1992	Long non-coding RNAs with non-systematic symbols
HGNC:49089	LINCMD1	long intergenic non-protein coding RNA, muscle differentiation 1	Approved	RNA, long non-coding	MIR133BHG, LINC-MD1		6p12.2	101154644	ENSG00000225613	OTTHUMG00000014842	1992	Long non-coding RNAs with non-systematic symbols
HGNC:53170	LINP1	lncRNA in non-homologous end joining pathway 1	Approved	RNA, long non-coding		PARROT	10p14	108570035	ENSG00000223784	OTTHUMG00000017625	1992	Long non-coding RNAs with non-systematic symbols
HGNC:49453	LITATS1	lncRNA induced by TGF-beta and antagonizes TGF-beta signaling 1	Approved	RNA, long non-coding	LINC01137, ZC3H12A-DT	LOC728431	1p34.3	728431	ENSG00000233621	OTTHUMG00000004224	1992	Long non-coding RNAs with non-systematic symbols
HGNC:53130	LIVAR	liver cell viability associated lncRNA	Approved	RNA, long non-coding		lnc18q22.2	18q22.2	102724895	ENSG00000266304	OTTHUMG00000178698	1992	Long non-coding RNAs with non-systematic symbols
HGNC:44370	LMO7DN	LMO7 downstream neighbor	Approved	RNA, long non-coding	C13orf45		13q22.2	729420	ENSG00000178734	OTTHUMG00000187426	1992	Long non-coding RNAs with non-systematic symbols
HGNC:54418	LNC-LBCS	lncRNA bladder and prostate cancer suppressor, hnRNPK interacting	Approved	RNA, long non-coding		LBCS	6p22.3	100506885	ENSG00000228412		1992	Long non-coding RNAs with non-systematic symbols
HGNC:56708	LNC-RHL1	lncRNA regulator of hepatic lineages 1	Approved	RNA, long non-coding		lnc-RHL	11q23.3	124902762	ENSG00000236267		1992	Long non-coding RNAs with non-systematic symbols
HGNC:56890	LNCARGI	lncRNA antiviral response interferon signaling inducer	Approved	RNA, long non-coding		ARGI	13q32.3	133395150	ENSG00000285448		1992	Long non-coding RNAs with non-systematic symbols
HGNC:50913	LNCAROD	lncRNA activating regulator of DKK1	Approved	RNA, long non-coding	LINC01468	lnc-MBL2-4, A-ROD	10q21.1	101928687	ENSG00000231131	OTTHUMG00000018252	1992	Long non-coding RNAs with non-systematic symbols
HGNC:53864	LNCARSR	lncRNA regulator of Akt signaling associated with HCC and RCC	Approved	RNA, long non-coding		lnc-TALC	9q21.31	102723932	ENSG00000233086		1992	Long non-coding RNAs with non-systematic symbols
HGNC:54478	LNCATV	lncRNA negative regulator of antiviral signaling	Approved	RNA, long non-coding			1q42.3	101927851	ENSG00000238005		1992	Long non-coding RNAs with non-systematic symbols
HGNC:54855	LNCDAT	lncRNA divergent activator of TBXT	Approved	RNA, long non-coding		YYLNCT	6q27	116804915	ENSG00000288638		1992	Long non-coding RNAs with non-systematic symbols
HGNC:56254	LNCHR1	lncRNA induced by HCV, regulator of SREBF1	Approved	RNA, long non-coding		lncHR1	12q22	125775239	ENSG00000257400		1992	Long non-coding RNAs with non-systematic symbols
HGNC:50656	LNCNEF	lncRNA neighboring enhancer of FOXA2	Approved	RNA, long non-coding	LINC01384	lncRNA-NEF	20p11.21	101929685	ENSG00000237396	OTTHUMG00000032044	1992	Long non-coding RNAs with non-systematic symbols
HGNC:53947	LNCOC1	lncRNA associated with ovarian cancer 1	Approved	RNA, long non-coding		Lnc-OC1	8q24.3	100288181	ENSG00000253741	OTTHUMG00000164731	1992	Long non-coding RNAs with non-systematic symbols
HGNC:53336	LNCOG	lncRNA osteogenesis associated	Approved	RNA, long non-coding	LINC02407	RP11-54A9.1, lncRNA-OG	12q21.2	105369848	ENSG00000257219	OTTHUMG00000169875	1992	Long non-coding RNAs with non-systematic symbols
HGNC:54521	LNCPOIR	lncRNA periodontal mesenchymal stem cell osteogenesis related	Approved	RNA, long non-coding		POIR, lncRNA-POIR	6q22.1	105377959	ENSG00000232395		1992	Long non-coding RNAs with non-systematic symbols
HGNC:52746	LNCPRESS1	lncRNA p53 regulated and ESC associated 1	Approved	RNA, long non-coding			7q22.1	101927721	ENSG00000232301	OTTHUMG00000157112	1992	Long non-coding RNAs with non-systematic symbols
HGNC:52747	LNCPRESS2	lncRNA p53 regulated and ESC associated 2	Approved	RNA, long non-coding			4q22.1	101929194	ENSG00000249152	OTTHUMG00000160917	1992	Long non-coding RNAs with non-systematic symbols
HGNC:56876	LNCPTCTS	lncRNA papillary thyroid carcinoma tumor suppressor	Approved	RNA, long non-coding		RP11-616M22.2	16p13.3	132322117	ENSG00000259910		1992	Long non-coding RNAs with non-systematic symbols
HGNC:53790	LNCRI	lncRNA radiation induced regulator of PLK1 and RAD51	Approved	RNA, long non-coding		lnc-RI	7p22.3	401296	ENSG00000205971		1992	Long non-coding RNAs with non-systematic symbols
HGNC:52657	LNCRNA-ATB	lncRNA activated by TGF-beta	Approved	RNA, long non-coding			14q11.2	114004396			1992	Long non-coding RNAs with non-systematic symbols
HGNC:55755	LNCRNA-IUR	lncRNA imatinib upregulated	Approved	RNA, long non-coding			11q21	101929295	ENSG00000245552		1992	Long non-coding RNAs with non-systematic symbols
HGNC:52753	LNCSRLR	lncRNA sorafenib resistance in renal cell carcinoma associated	Approved	RNA, long non-coding		lncRNA-SRLR	3q24	109729161	ENSG00000240032	OTTHUMG00000159416	1992	Long non-coding RNAs with non-systematic symbols
HGNC:52548	LNCTAM34A	long non coding transcriptional activator of miR34a	Approved	RNA, long non-coding	LINC01759	GUARDIN, TP53LC18	1p36.22	102724571	ENSG00000234546	OTTHUMG00000001764	1992	Long non-coding RNAs with non-systematic symbols
HGNC:56660	LNCTSI	lncRNA TGF-beta/SMAD3 pathway interacting	Approved	RNA, long non-coding		lnc-TSI	21q22.13	128193292	ENSG00000230479		1992	Long non-coding RNAs with non-systematic symbols
HGNC:56001	LNMICC	lncRNA associated with lymph node metastasis in cervical cancer	Approved	RNA, long non-coding			8q21.13	123706532	ENSG00000254027		1992	Long non-coding RNAs with non-systematic symbols
HGNC:51665	LNPPS	lncRNA PDCD5 and p53 scaffold	Approved	RNA, long non-coding			5q32	128385374	ENSG00000275871	OTTHUMG00000187188	1992	Long non-coding RNAs with non-systematic symbols
HGNC:55512	LNROP	long non-coding regulator of POU2F2	Approved	RNA, long non-coding	POU2F2-AS1		19q13.2	100505622	ENSG00000254887		1992	Long non-coding RNAs with non-systematic symbols
HGNC:26524	LOH12CR2	loss of heterozygosity on chromosome 12, region 2	Approved	RNA, long non-coding		LOH2CR12	12p13.2	503693	ENSG00000205791	OTTHUMG00000187482	1992	Long non-coding RNAs with non-systematic symbols
HGNC:51371	LOHAN2	lncRNA oncogene in head and neck cancer 2	Approved	RNA, long non-coding	LINC01568		16q22.3	100506172	ENSG00000258779	OTTHUMG00000170832	1992	Long non-coding RNAs with non-systematic symbols
HGNC:56775	LOLI1	lncRNA oncogene in liver cancer 1	Approved	RNA, long non-coding			3q13.2	130932198	ENSG00000241219		1992	Long non-coding RNAs with non-systematic symbols
HGNC:37824	LSINCT5	long stress-induced non-coding transcript 5	Approved	RNA, long non-coding			5p15.33	101234261	ENSG00000281560	OTTHUMG00000189568	1992	Long non-coding RNAs with non-systematic symbols
HGNC:51845	LUADT1	lung adenocarcinoma associated transcript 1	Approved	RNA, long non-coding			6q24.3	106182249	ENSG00000196634	OTTHUMG00000015761	1992	Long non-coding RNAs with non-systematic symbols
HGNC:40992	LUARIS	lncRNA upregulator of antiviral response interferon signaling	Approved	RNA, long non-coding		lncRNA#32, SCAT6	7p13	100506895	ENSG00000231638	OTTHUMG00000155206	1992	Long non-coding RNAs with non-systematic symbols
HGNC:48498	LUCAT1	lung cancer associated transcript 1	Approved	RNA, long non-coding		SCAL1, SCAT5	5q14.3	100505994	ENSG00000248323	OTTHUMG00000162611	1992	Long non-coding RNAs with non-systematic symbols
HGNC:51199	LUNAR1	leukemia-associated non-coding IGF1R activator RNA 1	Approved	RNA, long non-coding			15q26.3	104564224	ENSG00000278090	OTTHUMG00000173033	1992	Long non-coding RNAs with non-systematic symbols
HGNC:53963	MACORIS	macrophage enriched lincRNA repressor of IFN-gamma signaling	Approved	RNA, long non-coding			10p11.22	101929951	ENSG00000237797	OTTHUMG00000017910	1992	Long non-coding RNAs with non-systematic symbols
HGNC:51525	MAFTRR	MAF transcriptional regulator RNA	Approved	RNA, long non-coding		linc-MAF-4	16q23.2	102467146	ENSG00000261390	OTTHUMG00000176976	1992	Long non-coding RNAs with non-systematic symbols
HGNC:51558	MAILR	macrophage interferon regulatory lncRNA	Approved	RNA, long non-coding	AZIN1-AS1	MAIL1, H22954	8q22.3	100506753	ENSG00000253320	OTTHUMG00000164825	1992	Long non-coding RNAs with non-systematic symbols
HGNC:29665	MALAT1	metastasis associated lung adenocarcinoma transcript 1	Approved	RNA, long non-coding		PRO1073, MALAT-1, NCRNA00047, HCN, NEAT2, LINC00047, mascRNA	11q13.1	378938	ENSG00000251562	OTTHUMG00000166322	1992	Long non-coding RNAs with non-systematic symbols
HGNC:49009	MALINC1	mitosis associated long intergenic non-coding RNA 1	Approved	RNA, long non-coding	LINC01024	MA-linc1	5q31.2	100505636	ENSG00000245146	OTTHUMG00000163537	1992	Long non-coding RNAs with non-systematic symbols
HGNC:44678	MANCR	mitotically associated long non coding RNA	Approved	RNA, long non-coding	LINC00704	CR749391	10p15.1	100216001	ENSG00000231298	OTTHUMG00000017576	1992	Long non-coding RNAs with non-systematic symbols
HGNC:29633	MDS2	myelodysplastic syndrome 2 translocation associated	Approved	RNA, long non-coding			1p36	259283	ENSG00000197880	OTTHUMG00000002927	1992	Long non-coding RNAs with non-systematic symbols
HGNC:14575	MEG3	maternally expressed 3	Approved	RNA, long non-coding		GTL2, NCRNA00023, LINC00023, onco-lncRNA-83	14q32.2	55384	ENSG00000214548	OTTHUMG00000029052	1992	Long non-coding RNAs with non-systematic symbols
HGNC:43874	MEG9	maternally expressed 9	Approved	RNA, long non-coding		LINC00584	14q32.31	100507257	ENSG00000223403	OTTHUMG00000029067	1992	Long non-coding RNAs with non-systematic symbols
HGNC:17991	MESTIT1	MEST intronic transcript 1, antisense RNA	Approved	RNA, long non-coding	MEST-IT1	NCRNA00040, MEST-AS1	7q32.2	317751	ENSG00000272701	OTTHUMG00000186331	1992	Long non-coding RNAs with non-systematic symbols
HGNC:53110	MHENCR	melanoma highly expressed competing endogenous lncRNA for miR-425 and miR-489	Approved	RNA, long non-coding			20q13.33	100505771	ENSG00000232442	OTTHUMG00000032983	1992	Long non-coding RNAs with non-systematic symbols
HGNC:51291	MHRT	myosin heavy chain associated RNA transcript	Approved	RNA, long non-coding		Myheart	14q11.2	104564225			1992	Long non-coding RNAs with non-systematic symbols
HGNC:33425	MIAT	myocardial infarction associated transcript	Approved	RNA, long non-coding	C22orf35	FLJ25967, Rncr2, gomafu, NCRNA00066, LINC00066, lncRNA-MIAT	22q12.1	440823	ENSG00000225783	OTTHUMG00000150985	1992	Long non-coding RNAs with non-systematic symbols
HGNC:50731	MIATNB	MIAT neighbor	Approved	RNA, long non-coding			22q12.1	102724827	ENSG00000244625	OTTHUMG00000150981	1992	Long non-coding RNAs with non-systematic symbols
HGNC:43649	MILIP	MYC inducible lncRNA inactivating p53	Approved	RNA, long non-coding	MAFG-AS1, MAFG-DT		17q25.3	92659	ENSG00000265688	OTTHUMG00000178435	1992	Long non-coding RNAs with non-systematic symbols
HGNC:33464	MIMT1	MER1 repeat containing imprinted transcript 1	Approved	RNA, long non-coding		MIM1, NCRNA00067, LINC00067	19q13.43	100073347	ENSG00000268654	OTTHUMG00000182170	1992	Long non-coding RNAs with non-systematic symbols
HGNC:51653	MINCR	MYC-induced long non-coding RNA	Approved	RNA, long non-coding	LINC01604	TCONS_00015189	8q24.3	100507316	ENSG00000253716	OTTHUMG00000164976	1992	Long non-coding RNAs with non-systematic symbols
HGNC:56733	MITA1	metabolism induced tumor activator 1	Approved	RNA, long non-coding			8q21.13	105375914	ENSG00000285744		1992	Long non-coding RNAs with non-systematic symbols
HGNC:50323	MROCKI	MARCKS cis regulating lncRNA promoter of cytokines and inflammation	Approved	RNA, long non-coding	LINC01268	LOC285758, ROCKI	6q21	285758	ENSG00000227502	OTTHUMG00000015405	1992	Long non-coding RNAs with non-systematic symbols
HGNC:50279	MT-LIPCAR	mitochondrially encoded long non-coding cardiac associated RNA	Approved	RNA, long non-coding		uc022bqs.1, LIPCAR	mitochondria				1992	Long non-coding RNAs with non-systematic symbols
HGNC:32684	MYCNUT	MYCN upstream transcript	Approved	RNA, long non-coding	MYCNUN	lncUSMycN	2p24.3	103752554	ENSG00000223850	OTTHUMG00000039578	1992	Long non-coding RNAs with non-systematic symbols
HGNC:50609	MYHAS	myosin heavy chain gene cluster antisense RNA	Approved	RNA, long non-coding		linc-MYH	17p13.1	100128560	ENSG00000272975	OTTHUMG00000186260	1992	Long non-coding RNAs with non-systematic symbols
HGNC:54178	MYOPARR	myogenin promoter associated myogenic regulatory antisense long non coding RNA	Approved	RNA, long non-coding			1q32.1	114004358			1992	Long non-coding RNAs with non-systematic symbols
HGNC:51821	MYOSLID	myocardin-induced smooth muscle lncRNA, inducer of differentiation	Approved	RNA, long non-coding			2q33.3	105373853	ENSG00000229647	OTTHUMG00000154787	1992	Long non-coding RNAs with non-systematic symbols
HGNC:56685	MYREM	MYBPC2 cis regulating lncRNA enhancer of myogenesis	Approved	RNA, long non-coding		lncFAM, lncFAM71E1-2:2	19q13.33	128266840	ENSG00000268518		1992	Long non-coding RNAs with non-systematic symbols
